,year,gold_medal,silver_medal,bronze_medal,total_medal
2065,2000,1,0,0,1
2066,2000,1,0,0,1
2067,2000,0,1,0,1
2068,2000,0,1,0,1
2069,2012,1,0,0,1
2070,2012,0,1,0,1
2071,2012,0,1,0,1
2072,2012,0,0,1,1
2073,2012,1,0,0,1
2074,2012,0,0,1,1
2075,2012,1,0,0,1
2076,2012,1,0,0,1
2077,2012,0,0,1,1
2078,2012,1,0,0,1
2079,2012,0,1,0,1
2080,2012,0,0,1,1
2081,2012,0,0,1,1
2082,2012,0,0,1,1
2083,2012,0,0,1,1
2084,2012,0,1,0,1
2085,2012,1,0,0,1
2086,2012,1,0,0,1
2087,2012,0,0,1,1
2088,2012,0,1,0,1
2089,2012,0,0,1,1
2090,2012,0,1,0,1
2091,2012,0,0,1,1
2092,2012,0,1,0,1
2093,2012,1,0,0,1
2094,2012,0,0,1,1
2095,2012,0,0,1,1
2096,2012,1,0,0,1
2097,2012,0,0,1,1
2098,2012,0,0,1,1
2099,2012,0,0,1,1
2100,2012,0,1,0,1
2101,2012,0,0,1,1
2102,2012,1,0,0,1
2103,2012,0,0,1,1
2104,2012,0,1,0,1
2105,2012,0,0,1,1
2106,2012,1,0,0,1
2107,2012,0,1,0,1
2108,2012,0,0,1,1
2109,2012,0,1,0,1
2110,2012,0,1,0,1
2111,2012,1,0,0,1
2112,2012,0,0,1,1
2113,2012,1,0,0,1
2114,2012,0,0,1,1
2115,2012,1,0,0,1
2116,2012,1,0,0,1
2117,2012,0,0,1,1
2118,2012,0,1,0,1
2119,2012,0,0,1,1
2120,2012,0,0,1,1
2121,2012,0,0,1,1
2122,2012,0,1,0,1
2123,2012,0,0,1,1
2124,2012,0,1,0,1
2125,2012,0,1,0,1
2126,2012,1,0,0,1
2127,2012,1,0,0,1
2128,2012,1,0,0,1
2129,2012,1,0,0,1
2130,2012,0,0,1,1
2131,2012,0,0,1,1
2132,2012,0,1,0,1
2133,2012,0,1,0,1
2134,2012,1,0,0,1
2135,2012,0,1,0,1
2136,2012,0,0,1,1
2137,2012,1,0,0,1
2138,2012,0,1,0,1
2139,2012,1,0,0,1
2140,2012,0,0,1,1
2141,2012,0,0,1,1
2142,2012,0,0,1,1
2143,2012,1,0,0,1
2144,2012,0,0,1,1
2145,2012,0,0,1,1
2146,2012,1,0,0,1
2147,2012,0,0,1,1
2148,2012,1,0,0,1
2149,2012,0,0,1,1
2150,2012,0,0,1,1
2151,2012,0,0,1,1
2152,2012,0,1,0,1
2153,2008,1,0,0,1
2154,2008,1,0,0,1
2155,2008,1,0,0,1
2156,2008,1,0,0,1
2157,2008,0,1,0,1
2158,2008,0,1,0,1
2159,2008,0,0,1,1
2160,2008,0,0,1,1
2161,2008,0,0,1,1
2162,2008,0,1,0,1
2163,2008,0,0,1,1
2164,2008,1,0,0,1
2165,2008,1,0,0,1
2166,2008,0,1,0,1
2167,2008,1,0,0,1
2168,2008,0,1,0,1
2169,2008,0,0,1,1
2170,2008,0,1,0,1
2171,2008,0,0,1,1
2172,2008,0,0,1,1
2173,2008,1,0,0,1
2174,2008,0,1,0,1
2175,2008,1,0,0,1
2176,2008,1,0,0,1
2177,2008,1,0,0,1
2178,2008,0,1,0,1
2179,2008,0,1,0,1
2180,2008,0,0,1,1
2181,2008,0,0,1,1
2182,2008,0,1,0,1
2183,2008,1,0,0,1
2184,2008,0,0,1,1
2185,2008,1,0,0,1
2186,2008,1,0,0,1
2187,2008,0,1,0,1
2188,2008,1,0,0,1
2189,2008,0,1,0,1
2190,2008,0,0,1,1
2191,2008,1,0,0,1
2192,2008,0,1,0,1
2193,2008,0,0,1,1
2194,2008,0,0,1,1
2195,2008,1,0,0,1
2196,2008,0,0,1,1
2197,2008,0,0,1,1
2198,2008,0,0,1,1
2199,2008,0,0,1,1
2200,2008,0,1,0,1
2201,2008,0,1,0,1
2202,2008,0,0,1,1
2203,2008,1,0,0,1
2204,2008,0,0,1,1
2205,2008,0,1,0,1
2206,2008,1,0,0,1
2207,2008,0,1,0,1
2208,2008,0,1,0,1
2209,2008,0,1,0,1
2210,2008,0,0,1,1
2211,2008,0,0,1,1
2212,2008,1,0,0,1
2213,2008,1,0,0,1
2214,2008,0,1,0,1
2215,2008,0,1,0,1
2216,2008,0,1,0,1
2217,2008,0,1,0,1
2218,2008,0,0,1,1
2219,2008,0,1,0,1
2220,2008,0,1,0,1
2221,2008,1,0,0,1
2222,2008,1,0,0,1
2223,2008,0,0,1,1
2224,2008,1,0,0,1
2225,2008,1,0,0,1
2226,2008,1,0,0,1
2227,2008,1,0,0,1
2228,2008,1,0,0,1
2229,2008,0,0,1,1
2230,2008,0,1,0,1
2231,2008,0,1,0,1
2232,2008,0,0,1,1
2233,2008,0,0,1,1
2234,2008,0,1,0,1
2235,2004,0,0,1,1
2236,2004,0,0,1,1
2237,2004,0,0,1,1
2238,2004,0,0,1,1
2239,2004,0,0,1,1
2240,2004,0,1,0,1
2241,2004,0,1,0,1
2242,2004,0,1,0,1
2243,2004,0,0,1,1
2244,2004,0,0,1,1
2245,2004,0,0,1,1
2246,2004,0,0,1,1
2247,2004,0,1,0,1
2248,2004,0,1,0,1
2249,2004,0,0,1,1
2250,2004,0,0,1,1
2251,2004,1,0,0,1
2252,2004,0,0,1,1
2253,2004,0,0,1,1
2254,2004,1,0,0,1
2255,2004,1,0,0,1
2256,2004,0,0,1,1
2257,2004,0,0,1,1
2258,2004,0,0,1,1
2259,2004,0,1,0,1
2260,2004,0,0,1,1
2261,2004,1,0,0,1
2262,2004,0,1,0,1
2263,2004,0,1,0,1
2264,2004,1,0,0,1
2265,2004,0,1,0,1
2266,2004,0,1,0,1
2267,2004,0,1,0,1
2268,2004,0,0,1,1
2269,2004,1,0,0,1
2270,2004,0,1,0,1
2271,2004,0,1,0,1
2272,2004,0,1,0,1
2273,2004,1,0,0,1
2274,2004,0,0,1,1
2275,2004,0,1,0,1
2276,2004,0,1,0,1
2277,2004,0,1,0,1
2278,2004,0,0,1,1
2279,2004,0,0,1,1
2280,2004,0,0,1,1
2281,2004,1,0,0,1
2282,2004,0,0,1,1
2283,2004,0,1,0,1
2284,2004,0,0,1,1
2285,2004,0,1,0,1
2286,2004,0,1,0,1
2287,2004,0,0,1,1
2288,2004,1,0,0,1
2289,2004,0,0,1,1
2290,2004,0,0,1,1
2291,2004,1,0,0,1
2292,2004,1,0,0,1
2293,2004,0,0,1,1
2294,2004,0,1,0,1
2295,2004,1,0,0,1
2296,2004,1,0,0,1
2297,2004,0,0,1,1
2298,2004,1,0,0,1
2299,2004,0,1,0,1
2300,2004,0,1,0,1
2301,2004,0,0,1,1
2302,2004,1,0,0,1
2303,2004,1,0,0,1
2304,2004,0,1,0,1
2305,2004,0,0,1,1
2306,2004,0,1,0,1
2307,2004,1,0,0,1
2308,2004,0,0,1,1
2309,2004,0,1,0,1
2310,2004,0,1,0,1
2311,2004,0,1,0,1
2312,2004,0,1,0,1
2313,2004,0,1,0,1
2314,2000,1,0,0,1
2315,2000,0,0,1,1
2316,2000,1,0,0,1
2317,2000,1,0,0,1
2318,2000,1,0,0,1
2319,2000,0,0,1,1
2320,2000,0,0,1,1
2321,2000,1,0,0,1
2322,2000,0,1,0,1
2323,2000,0,1,0,1
2324,2000,1,0,0,1
2325,2000,0,1,0,1
2326,2000,0,0,1,1
2327,2000,1,0,0,1
2328,2000,1,0,0,1
2329,2000,0,1,0,1
2330,2000,0,1,0,1
2331,2000,0,1,0,1
2332,2000,1,0,0,1
2333,2000,0,1,0,1
2334,2000,0,0,1,1
2335,2000,0,1,0,1
2336,2000,0,0,1,1
2337,2000,1,0,0,1
2338,2000,0,0,1,1
2339,2000,0,0,1,1
2340,2000,0,0,1,1
2341,2000,0,0,1,1
2342,2000,0,0,1,1
2343,2000,1,0,0,1
2344,2000,1,0,0,1
2345,2000,0,1,0,1
2346,2000,1,0,0,1
2347,2000,0,0,1,1
2348,2000,0,0,1,1
2349,2000,1,0,0,1
2350,2000,0,1,0,1
2351,2000,0,0,1,1
2352,2000,0,1,0,1
2353,2000,0,0,1,1
2354,2000,0,0,1,1
2355,2000,0,0,1,1
2356,2000,0,0,1,1
2357,2000,0,1,0,1
2358,2000,0,1,0,1
2359,2000,0,1,0,1
2360,2000,1,0,0,1
2361,2000,0,1,0,1
2362,2000,0,1,0,1
2363,2000,0,0,1,1
2364,2000,0,0,1,1
2365,2000,0,1,0,1
2366,2000,0,0,1,1
2367,2000,0,0,1,1
2368,2000,0,0,1,1
2369,2000,0,0,1,1
2370,2000,0,0,1,1
2371,2000,0,0,1,1
2372,2000,0,0,1,1
2373,2000,1,0,0,1
2374,2000,1,0,0,1
2375,2000,0,0,1,1
2376,2000,0,1,0,1
2377,2000,0,1,0,1
2378,2000,0,0,1,1
2379,2000,0,0,1,1
2380,2000,0,0,1,1
2381,2000,0,1,0,1
2382,2000,0,1,0,1
2383,2000,0,0,1,1
2384,2000,0,0,1,1
2385,2000,0,1,0,1
2386,2000,0,1,0,1
2387,2000,0,1,0,1
2388,2000,0,1,0,1
2389,2000,0,1,0,1
2390,2000,0,1,0,1
2391,2000,0,0,1,1
2392,2000,0,0,1,1
2393,2000,0,0,1,1
2394,2000,0,0,1,1
2395,2010,1,0,0,1
2396,2010,0,0,1,1
2397,2010,0,0,1,1
2398,2010,0,0,1,1
2399,2010,0,0,1,1
2400,2010,0,0,1,1
2401,2010,0,0,1,1
2402,2010,0,1,0,1
2403,2010,0,1,0,1
2404,2010,1,0,0,1
2405,2010,0,0,1,1
2406,2010,1,0,0,1
2407,2010,0,1,0,1
2408,2010,0,1,0,1
2409,2010,0,0,1,1
2410,2010,0,1,0,1
2411,2010,1,0,0,1
2412,2010,0,1,0,1
2413,2010,1,0,0,1
2414,2006,0,1,0,1
2415,2006,1,0,0,1
2416,2006,0,0,1,1
2417,2006,0,0,1,1
2418,2006,1,0,0,1
2419,2006,0,1,0,1
2420,2006,0,1,0,1
2421,2006,0,0,1,1
2422,2006,1,0,0,1
2423,2006,0,0,1,1
2424,2006,0,1,0,1
2425,2006,0,0,1,1
2426,2006,1,0,0,1
2427,2006,0,1,0,1
2428,2006,0,1,0,1
2429,2006,0,1,0,1
2430,2006,1,0,0,1
2431,2006,0,0,1,1
2432,2006,1,0,0,1
2433,2006,0,1,0,1
2434,2006,0,1,0,1
2435,2006,0,0,1,1
2436,2006,0,0,1,1
2437,2006,0,0,1,1
2438,2002,0,0,1,1
2439,2002,0,1,0,1
2440,2002,1,0,0,1
2441,2002,1,0,0,1
2442,2002,0,1,0,1
2443,2002,0,1,0,1
2444,2002,0,0,1,1
2445,2002,1,0,0,1
2446,2002,0,0,1,1
2447,2002,0,0,1,1
2448,2002,0,1,0,1
2449,2002,0,0,1,1
2450,2002,0,0,1,1
2451,2002,1,0,0,1
2452,2002,0,0,1,1
2453,2002,0,0,1,1
2454,2002,1,0,0,1
2455,2002,0,1,0,1
2456,2002,0,0,1,1
2457,2002,0,1,0,1
2458,2002,1,0,0,1
2459,2002,0,0,1,1
2460,2010,1,0,0,1
2461,2010,0,0,1,1
2462,2010,0,0,1,1
2463,2010,0,0,1,1
2464,2010,1,0,0,1
2465,2010,0,1,0,1
2466,2010,1,0,0,1
2467,2010,0,1,0,1
2468,2010,0,1,0,1
2469,2010,0,0,1,1
2470,2010,0,0,1,1
2471,2010,0,1,0,1
2472,2010,0,1,0,1
2473,2010,0,0,1,1
2474,2010,1,0,0,1
2475,2010,1,0,0,1
2476,2010,0,1,0,1
2477,2010,1,0,0,1
2478,2010,1,0,0,1
2479,2010,0,1,0,1
2480,2010,1,0,0,1
2481,2010,0,1,0,1
2482,2010,0,0,1,1
2483,2010,0,0,1,1
2484,2010,0,0,1,1
2485,2010,0,1,0,1
2486,2010,0,0,1,1
2487,2010,1,0,0,1
2488,2010,0,0,1,1
2489,2006,0,0,1,1
2490,2006,1,0,0,1
2491,2006,1,0,0,1
2492,2006,0,0,1,1
2493,2006,1,0,0,1
2494,2006,0,1,0,1
2495,2006,1,0,0,1
2496,2006,1,0,0,1
2497,2006,0,1,0,1
2498,2006,0,1,0,1
2499,2006,0,1,0,1
2500,2006,0,0,1,1
2501,2006,0,0,1,1
2502,2006,0,0,1,1
2503,2006,0,1,0,1
2504,2006,0,1,0,1
2505,2006,1,0,0,1
2506,2006,0,1,0,1
2507,2006,0,1,0,1
2508,2006,0,0,1,1
2509,2006,0,0,1,1
2510,2006,1,0,0,1
2511,2006,1,0,0,1
2512,2006,0,0,1,1
2513,2006,1,0,0,1
2514,2006,0,0,1,1
2515,2006,0,1,0,1
2516,2006,0,1,0,1
2517,2002,0,0,1,1
2518,2002,0,1,0,1
2519,2002,0,0,1,1
2520,2002,0,0,1,1
2521,2002,1,0,0,1
2522,2002,1,0,0,1
2523,2002,0,1,0,1
2524,2002,0,1,0,1
2525,2002,0,0,1,1
2526,2002,0,0,1,1
2527,2002,1,0,0,1
2528,2002,0,1,0,1
2529,2002,0,1,0,1
2530,2002,0,1,0,1
2531,2002,0,0,1,1
2532,2002,0,0,1,1
2533,2002,1,0,0,1
2534,2002,1,0,0,1
2535,2008,0,1,0,1
2536,2008,0,0,1,1
2537,2008,0,1,0,1
2538,2008,0,0,1,1
2539,2008,0,1,0,1
2540,2008,0,0,1,1
2541,2008,0,1,0,1
2542,2008,1,0,0,1
2543,2008,0,1,0,1
2544,2008,0,1,0,1
2545,2008,1,0,0,1
2546,2008,0,1,0,1
2547,2008,0,0,1,1
2548,2008,0,0,1,1
2549,2008,1,0,0,1
2550,2008,1,0,0,1
2551,2008,1,0,0,1
2552,2008,0,1,0,1
2553,2008,1,0,0,1
2554,2008,0,1,0,1
2555,2008,0,1,0,1
2556,2008,0,1,0,1
2557,2008,1,0,0,1
2558,2008,0,1,0,1
2559,2008,1,0,0,1
2560,2008,1,0,0,1
2561,2008,0,0,1,1
2562,2008,0,0,1,1
2563,2008,1,0,0,1
2564,2008,0,1,0,1
2565,2008,0,1,0,1
2566,2008,0,0,1,1
2567,2008,0,0,1,1
2568,2008,1,0,0,1
2569,2008,1,0,0,1
2570,2008,0,0,1,1
2571,2008,1,0,0,1
2572,2008,0,0,1,1
2573,2008,0,0,1,1
2574,2008,1,0,0,1
2575,2008,0,0,1,1
2576,2008,0,1,0,1
2577,2008,0,0,1,1
2578,2008,0,0,1,1
2579,2008,1,0,0,1
2580,2004,0,1,0,1
2581,2004,1,0,0,1
2582,2004,1,0,0,1
2583,2004,0,1,0,1
2584,2004,0,1,0,1
2585,2004,0,1,0,1
2586,2004,1,0,0,1
2587,2004,1,0,0,1
2588,2004,1,0,0,1
2589,2004,1,0,0,1
2590,2004,0,1,0,1
2591,2004,0,1,0,1
2592,2004,1,0,0,1
2593,2004,0,1,0,1
2594,2004,0,0,1,1
2595,2004,0,0,1,1
2596,2004,1,0,0,1
2597,2004,1,0,0,1
2598,2004,1,0,0,1
2599,2004,0,0,1,1
2600,2004,0,1,0,1
2601,2004,0,1,0,1
2602,2004,0,0,1,1
2603,2004,1,0,0,1
2604,2004,1,0,0,1
2605,2004,1,0,0,1
2606,2004,0,1,0,1
2607,2004,0,1,0,1
2608,2004,0,0,1,1
2609,2004,0,0,1,1
2610,2004,0,0,1,1
2611,2004,0,0,1,1
2612,2004,0,0,1,1
2613,2004,0,0,1,1
2614,2004,0,1,0,1
2615,2004,1,0,0,1
2616,2004,0,0,1,1
2617,2004,0,0,1,1
2618,2004,0,1,0,1
2619,2004,1,0,0,1
2620,2004,0,1,0,1
2621,2004,0,1,0,1
2622,2004,0,0,1,1
2623,2004,0,0,1,1
2624,2000,0,0,1,1
2625,2000,1,0,0,1
2626,2000,0,1,0,1
2627,2000,1,0,0,1
2628,2000,0,0,1,1
2629,2000,1,0,0,1
2630,2000,1,0,0,1
2631,2000,1,0,0,1
2632,2000,0,0,1,1
2633,2000,0,0,1,1
2634,2000,0,0,1,1
2635,2000,1,0,0,1
2636,2000,0,0,1,1
2637,2000,0,1,0,1
2638,2000,0,0,1,1
2639,2000,0,0,1,1
2640,2000,0,0,1,1
2641,2000,1,0,0,1
2642,2000,1,0,0,1
2643,2000,0,1,0,1
2644,2000,0,1,0,1
2645,2000,0,1,0,1
2646,2000,0,1,0,1
2647,2000,0,1,0,1
2648,2000,0,1,0,1
2649,2000,0,0,1,1
2650,2000,1,0,0,1
2651,2000,0,0,1,1
2652,2000,0,1,0,1
2653,2000,1,0,0,1
2654,2000,1,0,0,1
2655,2000,1,0,0,1
2656,2000,0,0,1,1
2657,2000,0,1,0,1
2658,2000,1,0,0,1
2659,2000,0,1,0,1
2660,2000,0,1,0,1
2661,2000,0,0,1,1
2662,2000,0,1,0,1
2663,2000,1,0,0,1
2664,2000,0,0,1,1
2665,2000,0,0,1,1
2666,2000,1,0,0,1
2667,2000,0,1,0,1
2668,2000,0,1,0,1
2669,2010,1,0,0,1
2670,2010,0,1,0,1
2671,2010,0,0,1,1
2672,2010,1,0,0,1
2673,2010,0,0,1,1
2674,2010,0,1,0,1
2675,2010,0,1,0,1
2676,2010,0,0,1,1
2677,2010,0,0,1,1
2678,2010,0,0,1,1
2679,2010,0,1,0,1
2680,2010,0,0,1,1
2681,2010,1,0,0,1
2682,2010,0,1,0,1
2683,2010,1,0,0,1
2684,2010,0,1,0,1
2685,2010,1,0,0,1
2686,2010,1,0,0,1
2687,2006,0,1,0,1
2688,2006,0,0,1,1
2689,2006,0,0,1,1
2690,2006,0,0,1,1
2691,2006,1,0,0,1
2692,2006,0,0,1,1
2693,2006,0,1,0,1
2694,2006,0,1,0,1
2695,2006,0,1,0,1
2696,2006,0,0,1,1
2697,2006,0,0,1,1
2698,2006,1,0,0,1
2699,2006,1,0,0,1
2700,2006,0,1,0,1
2701,2006,1,0,0,1
2702,2006,1,0,0,1
2703,2006,1,0,0,1
2704,2006,0,1,0,1
2705,2002,1,0,0,1
2706,2002,1,0,0,1
2707,2002,0,1,0,1
2708,2002,0,0,1,1
2709,2002,1,0,0,1
2710,2002,0,0,1,1
2711,2002,0,1,0,1
2712,2002,0,1,0,1
2713,2002,1,0,0,1
2714,2002,0,0,1,1
2715,2002,0,0,1,1
2716,2002,0,1,0,1
2717,2010,0,0,1,1
2718,2010,0,0,1,1
2719,2010,0,0,1,1
2720,2010,0,0,1,1
2721,2010,1,0,0,1
2722,2010,1,0,0,1
2723,2010,1,0,0,1
2724,2010,0,1,0,1
2725,2010,0,1,0,1
2726,2010,0,1,0,1
2727,2010,0,1,0,1
2728,2006,0,1,0,1
2729,2006,0,1,0,1
2730,2006,0,0,1,1
2731,2006,0,1,0,1
2732,2006,1,0,0,1
2733,2006,0,0,1,1
2734,2006,1,0,0,1
2735,2002,0,1,0,1
2736,2002,0,0,1,1
2737,2002,1,0,0,1
2738,2002,0,1,0,1
2739,2002,0,0,1,1
2740,2002,0,1,0,1
2741,2002,0,0,1,1
2742,2002,1,0,0,1
2743,2002,1,0,0,1
2744,2002,0,0,1,1
2745,2010,0,1,0,1
2746,2010,0,0,1,1
2747,2010,1,0,0,1
2748,2010,0,1,0,1
2749,2010,0,0,1,1
2750,2010,1,0,0,1
2751,2006,1,0,0,1
2752,2006,0,0,1,1
2753,2006,0,1,0,1
2754,2006,1,0,0,1
2755,2006,0,1,0,1
2756,2006,0,0,1,1
2757,2002,0,0,1,1
2758,2002,1,0,0,1
2759,2002,0,1,0,1
2760,2002,0,1,0,1
2761,2002,1,0,0,1
2762,2002,0,0,1,1
2763,2012,0,0,1,1
2764,2012,0,0,1,1
2765,2012,0,0,1,1
2766,2012,1,0,0,1
2767,2012,0,1,0,1
2768,2012,1,0,0,1
2769,2012,0,1,0,1
2770,2012,0,1,0,1
2771,2012,0,1,0,1
2772,2012,0,1,0,1
2773,2012,0,0,1,1
2774,2012,0,0,1,1
2775,2012,0,0,1,1
2776,2012,0,1,0,1
2777,2012,0,1,0,1
2778,2012,0,1,0,1
2779,2012,1,0,0,1
2780,2012,1,0,0,1
2781,2012,1,0,0,1
2782,2012,0,1,0,1
2783,2012,0,1,0,1
2784,2012,0,1,0,1
2785,2012,1,0,0,1
2786,2012,1,0,0,1
2787,2012,0,0,1,1
2788,2012,0,0,1,1
2789,2012,1,0,0,1
2790,2012,0,0,1,1
2791,2012,1,0,0,1
2792,2012,1,0,0,1
2793,2012,0,1,0,1
2794,2012,0,0,1,1
2795,2012,0,1,0,1
2796,2012,0,0,1,1
2797,2012,0,1,0,1
2798,2012,1,0,0,1
2799,2012,1,0,0,1
2800,2012,0,0,1,1
2801,2012,0,0,1,1
2802,2008,1,0,0,1
2803,2008,0,0,1,1
2804,2008,1,0,0,1
2805,2008,0,0,1,1
2806,2008,0,1,0,1
2807,2008,1,0,0,1
2808,2008,1,0,0,1
2809,2008,0,0,1,1
2810,2008,0,0,1,1
2811,2008,0,1,0,1
2812,2008,0,0,1,1
2813,2008,0,0,1,1
2814,2008,1,0,0,1
2815,2008,1,0,0,1
2816,2008,0,1,0,1
2817,2008,0,1,0,1
2818,2008,1,0,0,1
2819,2008,0,0,1,1
2820,2008,1,0,0,1
2821,2008,0,0,1,1
2822,2008,0,0,1,1
2823,2008,1,0,0,1
2824,2008,1,0,0,1
2825,2008,0,1,0,1
2826,2008,0,1,0,1
2827,2008,1,0,0,1
2828,2008,0,0,1,1
2829,2008,0,1,0,1
2830,2008,1,0,0,1
2831,2008,0,0,1,1
2832,2008,1,0,0,1
2833,2008,0,0,1,1
2834,2008,0,1,0,1
2835,2008,0,0,1,1
2836,2008,0,1,0,1
2837,2008,0,1,0,1
2838,2008,0,1,0,1
2839,2008,0,1,0,1
2840,2008,0,0,1,1
2841,2008,0,0,1,1
2842,2008,0,1,0,1
2843,2004,1,0,0,1
2844,2004,0,0,1,1
2845,2004,1,0,0,1
2846,2004,0,1,0,1
2847,2004,0,0,1,1
2848,2004,1,0,0,1
2849,2004,1,0,0,1
2850,2004,0,1,0,1
2851,2004,1,0,0,1
2852,2004,1,0,0,1
2853,2004,0,0,1,1
2854,2004,0,0,1,1
2855,2004,0,1,0,1
2856,2004,1,0,0,1
2857,2004,0,0,1,1
2858,2004,1,0,0,1
2859,2004,0,1,0,1
2860,2004,0,1,0,1
2861,2004,0,0,1,1
2862,2004,1,0,0,1
2863,2004,0,0,1,1
2864,2004,1,0,0,1
2865,2004,0,1,0,1
2866,2004,0,1,0,1
2867,2004,0,0,1,1
2868,2004,0,0,1,1
2869,2004,0,0,1,1
2870,2004,0,1,0,1
2871,2004,0,0,1,1
2872,2004,0,1,0,1
2873,2004,0,1,0,1
2874,2004,0,1,0,1
2875,2004,1,0,0,1
2876,2004,0,0,1,1
2877,2004,1,0,0,1
2878,2004,0,1,0,1
2879,2004,0,1,0,1
2880,2004,0,0,1,1
2881,2004,0,0,1,1
2882,2004,1,0,0,1
2883,2004,0,0,1,1
2884,2004,0,1,0,1
2885,2004,1,0,0,1
2886,2000,0,0,1,1
2887,2000,0,0,1,1
2888,2000,1,0,0,1
2889,2000,0,1,0,1
2890,2000,1,0,0,1
2891,2000,1,0,0,1
2892,2000,1,0,0,1
2893,2000,1,0,0,1
2894,2000,0,1,0,1
2895,2000,1,0,0,1
2896,2000,1,0,0,1
2897,2000,0,0,1,1
2898,2000,0,0,1,1
2899,2000,0,1,0,1
2900,2000,0,0,1,1
2901,2000,0,0,1,1
2902,2000,0,1,0,1
2903,2000,0,1,0,1
2904,2000,0,0,1,1
2905,2000,0,1,0,1
2906,2000,1,0,0,1
2907,2000,1,0,0,1
2908,2000,1,0,0,1
2909,2000,0,1,0,1
2910,2000,0,0,1,1
2911,2000,0,1,0,1
2912,2000,1,0,0,1
2913,2000,0,1,0,1
2914,2000,0,1,0,1
2915,2000,0,0,1,1
2916,2000,1,0,0,1
2917,2000,1,0,0,1
2918,2000,1,0,0,1
2919,2000,0,0,1,1
2920,2000,0,1,0,1
2921,2000,1,0,0,1
2922,2000,0,0,1,1
2923,2000,0,1,0,1
2924,2000,0,0,1,1
2925,2000,0,1,0,1
2926,2000,0,0,1,1
2927,2000,0,0,1,1
2928,2000,0,1,0,1
2929,2000,0,0,1,1
2930,2000,0,0,1,1
2931,2000,0,1,0,1
2932,2000,1,0,0,1
2933,2012,1,0,0,1
2934,2012,1,0,0,1
2935,2012,1,0,0,1
2936,2012,1,0,0,1
2937,2012,0,0,1,1
2938,2012,0,1,0,1
2939,2012,0,1,0,1
2940,2012,0,1,0,1
2941,2012,0,0,1,1
2942,2012,0,1,0,1
2943,2012,0,1,0,1
2944,2012,0,0,1,1
2945,2012,0,1,0,1
2946,2012,1,0,0,1
2947,2012,0,1,0,1
2948,2012,1,0,0,1
2949,2012,0,0,1,1
2950,2012,0,1,0,1
2951,2012,0,0,1,1
2952,2012,0,0,1,1
2953,2012,0,0,1,1
2954,2012,1,0,0,1
2955,2012,0,0,1,1
2956,2012,0,1,0,1
2957,2012,0,0,1,1
2958,2012,0,0,1,1
2959,2012,0,0,1,1
2960,2012,1,0,0,1
2961,2012,1,0,0,1
2962,2012,0,1,0,1
2963,2012,0,1,0,1
2964,2012,0,1,0,1
2965,2012,1,0,0,1
2966,2012,0,0,1,1
2967,2012,0,1,0,1
2968,2012,1,0,0,1
2969,2012,1,0,0,1
2970,2012,0,0,1,1
2971,2012,0,1,0,1
2972,2012,1,0,0,1
2973,2012,1,0,0,1
2974,2012,0,1,0,1
2975,2012,0,0,1,1
2976,2012,1,0,0,1
2977,2012,0,0,1,1
2978,2012,0,1,0,1
2979,2012,0,0,1,1
2980,2012,1,0,0,1
2981,2008,1,0,0,1
2982,2008,0,1,0,1
2983,2008,1,0,0,1
2984,2008,1,0,0,1
2985,2008,0,0,1,1
2986,2008,0,0,1,1
2987,2008,0,1,0,1
2988,2008,0,1,0,1
2989,2008,0,1,0,1
2990,2008,0,1,0,1
2991,2008,0,1,0,1
2992,2008,0,0,1,1
2993,2008,1,0,0,1
2994,2008,0,0,1,1
2995,2008,0,0,1,1
2996,2008,0,1,0,1
2997,2008,0,0,1,1
2998,2008,0,1,0,1
2999,2008,1,0,0,1
3000,2008,1,0,0,1
3001,2008,0,0,1,1
3002,2008,0,0,1,1
3003,2008,0,0,1,1
3004,2008,0,1,0,1
3005,2008,0,1,0,1
3006,2008,0,0,1,1
3007,2008,1,0,0,1
3008,2008,0,0,1,1
3009,2008,1,0,0,1
3010,2008,1,0,0,1
3011,2008,0,0,1,1
3012,2008,0,0,1,1
3013,2008,1,0,0,1
3014,2008,0,1,0,1
3015,2008,0,1,0,1
3016,2008,1,0,0,1
3017,2008,0,1,0,1
3018,2008,0,0,1,1
3019,2008,0,1,0,1
3020,2008,0,1,0,1
3021,2008,0,0,1,1
3022,2008,1,0,0,1
3023,2008,0,0,1,1
3024,2008,1,0,0,1
3025,2008,0,1,0,1
3026,2008,1,0,0,1
3027,2008,1,0,0,1
3028,2008,1,0,0,1
3029,2008,1,0,0,1
3030,2008,0,1,0,1
3031,2008,0,0,1,1
3032,2008,1,0,0,1
3033,2008,0,1,0,1
3034,2008,0,0,1,1
3035,2004,1,0,0,1
3036,2004,1,0,0,1
3037,2004,0,1,0,1
3038,2004,1,0,0,1
3039,2004,1,0,0,1
3040,2004,0,0,1,1
3041,2004,0,0,1,1
3042,2004,0,0,1,1
3043,2004,1,0,0,1
3044,2004,1,0,0,1
3045,2004,1,0,0,1
3046,2004,1,0,0,1
3047,2004,0,1,0,1
3048,2004,0,1,0,1
3049,2004,1,0,0,1
3050,2004,1,0,0,1
3051,2004,0,0,1,1
3052,2004,0,0,1,1
3053,2004,0,0,1,1
3054,2004,0,1,0,1
3055,2004,0,1,0,1
3056,2004,0,0,1,1
3057,2004,0,0,1,1
3058,2004,0,1,0,1
3059,2004,0,0,1,1
3060,2004,0,1,0,1
3061,2004,0,1,0,1
3062,2004,0,1,0,1
