,name,age,country
4354,Henrik Zetterberg,25.0,Sweden
4355,Marek Židlický,29.0,Czech Republic
4356,Maksim Afinogenov,22.0,Russia
4357,Annica Åhlén,27.0,Sweden
4358,Lotta Almblad,29.0,Sweden
4359,Tony Amonte,31.0,United States
4360,Anna Andersson,20.0,Sweden
4361,Gunilla Andersson,26.0,Sweden
4362,Dana Antal,24.0,Canada
4363,Chris Bailey,30.0,United States
4364,Laurie Baker,25.0,United States
4365,Tom Barrasso,36.0,United States
4366,Kelly Béchard,24.0,Canada
4367,Emelie Berggren,19.0,Sweden
4368,Kristina Bergstrand,38.0,Sweden
4369,Rob Blake,32.0,Canada
4370,Jennifer Botterill,22.0,Canada
4371,Eric Brewer,22.0,Canada
4372,Thérèse Brisson,35.0,Canada
4373,Martin Brodeur,29.0,Canada
4374,Pavel Bure,30.0,Russia
4375,Valery Bure,27.0,Russia
4376,Karyn Bye,30.0,United States
4377,Cassie Campbell,28.0,Canada
4378,Isabelle Chartrand,23.0,Canada
4379,Chris Chelios,40.0,United States
4380,Julie Chu,19.0,United States
4381,Natalie Darwitz,18.0,United States
4382,Pavel Datsyuk,23.0,Russia
4383,Adam Deadmarsh,26.0,United States
4384,Sara DeCosta,24.0,United States
4385,Chris Drury,25.0,United States
4386,Mike Dunham,29.0,United States
4387,Tricia DunnLuoma,27.0,United States
4388,Lori Dupuis,29.0,Canada
4389,AnnLouise Edstrand,26.0,Sweden
4390,Joa Elfsberg,22.0,Sweden
4391,Theo Fleury,33.0,Canada
4392,Adam Foote,30.0,Canada
4393,Sergey Fyodorov,32.0,Russia
4394,Simon Gagné,21.0,Canada
4395,Sergey Gonchar,27.0,Russia
4396,Danielle Goyette,36.0,Canada
4397,Cammi Granato,30.0,United States
4398,Bill Guerin,31.0,United States
4399,Geraldine Heaney,34.0,Canada
4400,Jayna Hefford,24.0,Canada
4401,Erika Holst,22.0,Sweden
4402,Phil Housley,37.0,United States
4403,Brett Hull,37.0,United States
4404,Jarome Iginla,24.0,Canada
4405,Nanna Jansson,18.0,Sweden
4406,Curtis Joseph,34.0,Canada
4407,Ed Jovanovski,25.0,Canada
4408,Paul Kariya,27.0,Canada
4409,Darius Kasparaitis,29.0,Russia
4410,Becky Kellar,27.0,Canada
4411,Courtney Kennedy,22.0,United States
4412,Nikolay Khabibulin,29.0,Russia
4413,Andrea Kilbourne,21.0,United States
4414,Katie King,26.0,United States
4415,Ilya Kovalchuk,18.0,Russia
4416,Aleksey Kovalyov,28.0,Russia
4417,Igor Kravchuk,35.0,Russia
4418,Oleg Kvasha,23.0,Russia
4419,Igor Larionov,41.0,Russia
4420,Maria Larsson,22.0,Sweden
4421,John LeClair,32.0,United States
4422,Brian Leetch,33.0,United States
4423,Mario Lemieux,36.0,Canada
4424,Ylva Lindberg,25.0,Sweden
4425,Eric Lindros,28.0,Canada
4426,Ulrica Lindström,22.0,Sweden
4427,Shelley Looney,30.0,United States
4428,Al MacInnis,38.0,Canada
4429,Vladimir Malakhov,33.0,Russia
4430,Danny Markov,25.0,Russia
4431,Kim Martin,15.0,Sweden
4432,Sue Merz,29.0,United States
4433,Aaron Miller,30.0,United States
4434,Boris Mironov,29.0,Russia
4435,A J Mleczko,26.0,United States
4436,Mike Modano,31.0,United States
4437,Tara Mounsey,23.0,United States
4438,Scott Niedermayer,28.0,Canada
4439,Joe Nieuwendyk,35.0,Canada
4440,Andrey Nikolishin,28.0,Russia
4441,Owen Nolan,29.0,Canada
4442,Caroline Ouellette,22.0,Canada
4443,Mike Peca,27.0,Canada
4444,Josefin Pettersson,18.0,Sweden
4445,Cherie Piper,20.0,Canada
4446,Tom Poti,24.0,United States
4447,Cheryl Pounder,25.0,Canada
4448,Chris Pronger,27.0,Canada
4449,Brian Rafalski,28.0,United States
4450,Mike Richter,35.0,United States
4451,Jeremy Roenick,32.0,United States
4452,Brian Rolston,28.0,United States
4453,Maria Rooth,22.0,Sweden
4454,Angela Ruggiero,22.0,United States
4455,Danijela Rundqvist,17.0,Sweden
4456,Joe Sakic,32.0,Canada
4457,Sergey Samsonov,23.0,Russia
4458,Evelina Samuelsson,17.0,Sweden
4459,Jenny SchmidgallPotter,23.0,United States
4460,Brendan Shanahan,33.0,Canada
4461,Tammy Lee Shewchuk,24.0,Canada
4462,Therese Sjölander,20.0,Sweden
4463,Sami Jo Small,25.0,Canada
4464,Ryan Smyth,25.0,Canada
4465,Colleen Sostorics,22.0,Canada
4466,Kim StPierre,23.0,Canada
4467,Vicky Sunohara,31.0,Canada
4468,Gary Suter,37.0,United States
4469,Keith Tkachuk,29.0,United States
4470,Sarah Tueting,25.0,United States
4471,Oleg Tverdovsky,25.0,Russia
4472,Anna Vikman,21.0,Sweden
4473,Lyndsay Wall,16.0,United States
4474,Doug Weight,31.0,United States
4475,Krissy Wendell,20.0,United States
4476,Hayley Wickenheiser,23.0,Canada
4477,Aleksey Yashin,28.0,Russia
4478,Mike York,24.0,United States
4479,Scott Young,34.0,United States
4480,Steve Yzerman,36.0,Canada
4481,Aleksey Zhamnov,31.0,Russia
4482,Marilyn Agliotti,33.0,Netherlands
4483,Lucha Aymar,34.0,Argentina
4484,Sander Baart,24.0,Netherlands
4485,Billy Bakker,23.0,Netherlands
4486,Marcel Balkestein,31.0,Netherlands
4487,Ashleigh Ball,26.0,Great Britain
4488,Noel Barrionuevo,28.0,Argentina
4489,Laura Bartlett,24.0,Great Britain
4490,Nathan Burgers,33.0,Australia
4491,Matthew Butturini,24.0,Australia
4492,Joel Carroll,25.0,Australia
4493,Martina Cavallero,22.0,Argentina
4494,Chris Ciriello,26.0,Australia
4495,Crista Cullen,26.0,Great Britain
4496,Silvina DElia,26.0,Argentina
4497,Alex Danson,27.0,Great Britain
4498,Merel de Blaey,25.0,Netherlands
4499,Eva de Goede,23.0,Netherlands
4500,Teun de Nooijer,36.0,Netherlands
4501,Bob de Voogd,23.0,Netherlands
4502,Sander de Wijn,22.0,Netherlands
4503,Liam De Young,30.0,Australia
4504,Timothy Deavin,28.0,Australia
4505,Oskar Deecke,26.0,Germany
4506,Carlien Dirkse van den Heuvel,25.0,Netherlands
4507,Jamie Dwyer,33.0,Australia
4508,Floris Evers,29.0,Netherlands
4509,Russell Ford,28.0,Australia
4510,Florian Fuchs,20.0,Germany
4511,Moritz Fürste,27.0,Germany
4512,Maartje Goderie,28.0,Netherlands
4513,Matt Gohdes,22.0,Australia
4514,Kieran Govers,24.0,Australia
4515,Florencia Habif,18.0,Argentina
4516,Martin Häner,23.0,Germany
4517,Tobias Hauke,24.0,Germany
4518,Rogier Hofman,25.0,Netherlands
4519,Ellen Hoog,26.0,Netherlands
4520,Tim Jenniskens,25.0,Netherlands
4521,Wouter Jolie,27.0,Netherlands
4522,Kelly Jonker,22.0,Netherlands
4523,Fergus Kavanagh,27.0,Australia
4524,Robbert Kemperman,22.0,Netherlands
4525,Mark Knowles,27.0,Australia
4526,Oliver Korn,28.0,Germany
4527,Kim Lammers,31.0,Netherlands
4528,Rosario Luchetti,28.0,Argentina
4529,Sofia Maccari,28.0,Argentina
4530,Hannah Macleod,28.0,Great Britain
4531,Emily Maguire,24.0,Great Britain
4532,Delfina Merino,22.0,Argentina
4533,Max Müller,25.0,Germany
4534,María Mutio,27.0,Argentina
4535,Eddie Ockenden,25.0,Australia
4536,Simon Orchard,26.0,Australia
4537,Ann Panter,28.0,Great Britain
4538,Maartje Paumen,26.0,Netherlands
4539,Sophie Polkamp,27.0,Netherlands
4540,Jan Philipp Rabente,25.0,Germany
4541,Carla Rebecchi,27.0,Argentina
4542,Helen Richardson,30.0,Great Britain
4543,Ana Rodríguez,31.0,Argentina
4544,Chloe Rogers,27.0,Great Britain
4545,Rocio Sánchez,23.0,Argentina
4546,Maru Scarone,25.0,Argentina
4547,Joyce Sombroek,21.0,Netherlands
4548,Dani Sruoga,24.0,Argentina
4549,Jose Sruoga,21.0,Argentina
4550,Jaap Stockmann,28.0,Netherlands
4551,Beth Storry,34.0,Great Britain
4552,Thilo Stralkowski,25.0,Germany
4553,Matthew Swann,23.0,Australia
4554,Sarah Thomas,31.0,Great Britain
4555,Glenn Turner,28.0,Australia
4556,Georgie Twigg,21.0,Great Britain
4557,Laura Unsworth,24.0,Great Britain
4558,Naomi van As,29.0,Netherlands
4559,Robert van der Horst,27.0,Netherlands
4560,Mink van der Weerden,23.0,Netherlands
4561,Margot van Geffen,22.0,Netherlands
4562,Caia van Maasakker,23.0,Netherlands
4563,Kitty van Male,24.0,Netherlands
4564,Valentin Verga,22.0,Netherlands
4565,Klaas Vermeulen,24.0,Netherlands
4566,Kate Walsh,32.0,Great Britain
4567,Sally Walton,31.0,Great Britain
4568,Max Weinhold,30.0,Germany
4569,Lidewij Welten,22.0,Netherlands
4570,Christopher Wesley,25.0,Germany
4571,Roderick Weusthof,30.0,Netherlands
4572,Benjamin Weß,27.0,Germany
4573,Timo Weß,30.0,Germany
4574,Nicola White,24.0,Great Britain
4575,Matthias Witthaus,30.0,Germany
4576,Christopher Zeller,27.0,Germany
4577,Philipp Zeller,29.0,Germany
4578,Des Abbott,21.0,Australia
4579,Marilyn Agliotti,29.0,Netherlands
4580,Magdalena Aicega,34.0,Argentina
4581,David Alegre,23.0,Spain
4582,Ramón Alegre,27.0,Spain
4583,Pol Amat,30.0,Spain
4584,Eduard Arbós,25.0,Spain
4585,Lucha Aymar,31.0,Argentina
4586,Noel Barrionuevo,24.0,Argentina
4587,Sebastian Biederlack,26.0,Germany
4588,Minke Booij,31.0,Netherlands
4589,Travis Brooks,28.0,Australia
4590,Kiel Brown,24.0,Australia
4591,Claudia Burkart,28.0,Argentina
4592,Chen Qiuqi,28.0,China
4593,Chen Zhaoxia,33.0,China
4594,Cheng Hui,35.0,China
4595,Quico Cortés,25.0,Spain
4596,Eva de Goede,19.0,Netherlands
4597,Lisanne de Roever,29.0,Netherlands
4598,Liam De Young,26.0,Australia
4599,Wieke Dijkstra,24.0,Netherlands
4600,Luke Doerner,28.0,Australia
4601,Jamie Dwyer,29.0,Australia
4602,Sergi Enrique,20.0,Spain
4603,Alex Fábregas,27.0,Spain
4604,Kiko Fábregas,30.0,Spain
4605,Juan Fernández,23.0,Spain
4606,Santi Freixa,25.0,Spain
4607,Fu Baorong,30.0,China
4608,Moritz Fürste,23.0,Germany
4609,Gao Lihua,28.0,China
4610,Sole García,27.0,Argentina
4611,Rodrigo Garza,28.0,Spain
4612,Bevan George,31.0,Australia
4613,Maartje Goderie,24.0,Netherlands
4614,Mariana González,32.0,Argentina
4615,David Guest,26.0,Australia
4616,Alejandra Gulla,31.0,Argentina
4617,Rob Hammond,27.0,Australia
4618,Tobias Hauke,20.0,Germany
4619,Maripi Hernández,31.0,Argentina
4620,Ellen Hoog,22.0,Netherlands
4621,Huang Junxia,32.0,China
4622,Gisi Kañevsky,23.0,Argentina
4623,Fergus Kavanagh,23.0,Australia
4624,Florian Keller,26.0,Germany
4625,Mark Knowles,23.0,Australia
4626,Oliver Korn,24.0,Germany
4627,Stephen Lambert,28.0,Australia
4628,Li Hongxia,21.0,China
4629,Li Shuang,30.0,China
4630,Rosario Luchetti,24.0,Argentina
4631,Ma Yibo,28.0,China
4632,Mechi Margalot,33.0,Argentina
4633,Eli Matheson,25.0,Australia
4634,Niklas Meinert,27.0,Germany
4635,JanMarco Montag,24.0,Germany
4636,Fátima Moreira de Melo,30.0,Netherlands
4637,Eefke Mulder,30.0,Netherlands
4638,Max Müller,21.0,Germany
4639,Carlos Nevado,25.0,Germany
4640,Eddie Ockenden,21.0,Australia
4641,Roc Oliva,19.0,Spain
4642,Pan Fengzhen,23.0,China
4643,Maartje Paumen,22.0,Netherlands
4644,Sophie Polkamp,24.0,Netherlands
4645,Carla Rebecchi,23.0,Argentina
4646,Ren Ye,22.0,China
4647,Xavier Ribas,32.0,Spain
4648,Mariana Rossi,29.0,Argentina
4649,Mariné Russo,28.0,Argentina
4650,Albert Sala,27.0,Spain
4651,Janneke Schopman,31.0,Netherlands
4652,Grant Schubert,28.0,Australia
4653,Minke Smabers,29.0,Netherlands
4654,Andrew Smith,29.0,Australia
4655,Víctor Sojo,24.0,Spain
4656,Song Qingling,22.0,China
4657,Belén Succi,22.0,Argentina
4658,Tang Chunling,32.0,China
4659,Eddie Tubau,27.0,Spain
4660,Naomi van As,25.0,Netherlands
4661,Miek van Geenhuizen,26.0,Netherlands
4662,Paola Vukojicic,33.0,Argentina
4663,Max Weinhold,26.0,Germany
4664,Tibor Weißenborn,27.0,Germany
4665,Matt Wells,30.0,Australia
4666,Lidewij Welten,18.0,Netherlands
4667,Benjamin Weß,23.0,Germany
4668,Timo Weß,26.0,Germany
4669,Philip Witte,24.0,Germany
4670,Matthias Witthaus,26.0,Germany
4671,Christopher Zeller,23.0,Germany
4672,Philipp Zeller,25.0,Germany
4673,Zhang Yimeng,24.0,China
4674,Zhao Yudiao,19.0,China
4675,Zhou Wanfeng,28.0,China
4676,Magdalena Aicega,30.0,Argentina
4677,Mariela Antoniska,29.0,Argentina
4678,Clemens Arnold,25.0,Germany
4679,Inés Arrondo,26.0,Argentina
4680,Lucha Aymar,27.0,Argentina
4681,Tina Bachmann,26.0,Germany
4682,Christoph Bechmann,32.0,Germany
4683,Sebastian Biederlack,22.0,Germany
4684,Minke Booij,27.0,Netherlands
4685,Ageeth Boomgaardt,31.0,Netherlands
4686,Michael Brennan,28.0,Australia
4687,Travis Brooks,24.0,Australia
4688,Matthijs Brouwer,24.0,Netherlands
4689,Ronald Brouwer,25.0,Netherlands
4690,Claudia Burkart,24.0,Argentina
4691,Dean Butler,27.0,Australia
4692,Caroline Casaretto,26.0,Germany
4693,Philipp Crone,27.0,Germany
4694,Chantal de Bruijn,28.0,Netherlands
4695,Teun de Nooijer,28.0,Netherlands
4696,Lisanne de Roever,25.0,Netherlands
4697,Liam De Young,22.0,Australia
4698,Jeroen Delmeé,31.0,Netherlands
4699,GeertJan Derikx,23.0,Netherlands
4700,Rob Derikx,21.0,Netherlands
4701,Marina Di Giacomo,28.0,Argentina
4702,Mijntje Donners,30.0,Netherlands
4703,Eike Duckwitz,24.0,Germany
4704,Jamie Dwyer,25.0,Australia
4705,Nathan Eglington,23.0,Australia
4706,Marten Eikelboom,30.0,Netherlands
4707,Christoph Eimer,27.0,Germany
4708,Troy Elder,26.0,Australia
4709,Björn Emmerling,28.0,Germany
4710,Nadine ErnstingKrienke,30.0,Germany
4711,Floris Evers,21.0,Netherlands
4712,Sole García,23.0,Argentina
4713,Bevan George,27.0,Australia
4714,Mariana González,28.0,Argentina
4715,Franziska Gude,28.0,Germany
4716,Alejandra Gulla,27.0,Argentina
4717,Mandy Haase,22.0,Germany
4718,Rob Hammond,23.0,Australia
4719,Maripi Hernández,27.0,Argentina
4720,Mark Hickman,30.0,Australia
4721,Erik Jazet,33.0,Netherlands
4722,Sylvia Karres,27.0,Netherlands
4723,Natascha Keller,27.0,Germany
4724,Karel Klaver,25.0,Netherlands
4725,Denise Klecker,32.0,Germany
4726,Mark Knowles,19.0,Australia
4727,Anke Kühn,23.0,Germany
4728,Florian Kunz,32.0,Germany
4729,Badri Latif,27.0,Germany
4730,Heike Lätzsch,30.0,Germany
4731,Sonja Lehmann,24.0,Germany
4732,Brent Livermore,28.0,Australia
4733,Jesse Mahieu,26.0,Netherlands
4734,Mechi Margalot,29.0,Argentina
4735,Michael McCann,26.0,Australia
4736,Björn Michel,29.0,Germany
4737,Fátima Moreira de Melo,26.0,Netherlands
4738,Stephen Mowlam,27.0,Australia
4739,Eefke Mulder,26.0,Netherlands
4740,Silke Müller,25.0,Germany
4741,Vanina Oneto,31.0,Argentina
4742,Rob Reckers,22.0,Netherlands
4743,Sascha Reinelt,31.0,Germany
4744,Fanny Rinne,24.0,Germany
4745,Marion Rodewald,27.0,Germany
4746,Ceci Rognoni,27.0,Argentina
4747,Mariné Russo,24.0,Argentina
4748,Justus Scharowsky,24.0,Germany
4749,Maartje Scheepstra,24.0,Netherlands
4750,Janneke Schopman,27.0,Netherlands
4751,Grant Schubert,24.0,Australia
4752,Christian Schulte,28.0,Germany
4753,Clarinda Sinnige,31.0,Netherlands
4754,Minke Smabers,25.0,Netherlands
4755,Jiske Snoeks,26.0,Netherlands
4756,Ayelén Stepnik,28.0,Argentina
4757,Taeke Taekema,24.0,Netherlands
4758,Macha van der Vaart,32.0,Netherlands
4759,Sander van der Weide,28.0,Netherlands
4760,Miek van Geenhuizen,22.0,Netherlands
4761,Lieve van Kessel,26.0,Netherlands
4762,Klaas Veering,22.0,Netherlands
4763,Guus Vogels,29.0,Netherlands
4764,Paola Vukojicic,29.0,Argentina
4765,Louisa Walter,25.0,Germany
4766,Tibor Weißenborn,23.0,Germany
4767,Matt Wells,26.0,Australia
4768,Timo Weß,22.0,Germany
4769,Matthias Witthaus,22.0,Germany
4770,Christopher Zeller,19.0,Germany
4771,Julia Zwehl,28.0,Germany
4772,Magdalena Aicega,26.0,Argentina
4773,Katie Allen,26.0,Australia
4774,Alyson Annan,27.0,Australia
4775,Mariela Antoniska,25.0,Argentina
4776,Inés Arrondo,22.0,Argentina
4777,Lucha Aymar,23.0,Argentina
4778,Minke Booij,23.0,Netherlands
4779,Ageeth Boomgaardt,27.0,Netherlands
4780,Michael Brennan,24.0,Australia
4781,Jacques Brinkman,34.0,Netherlands
4782,JaapDerk Buma,28.0,Netherlands
4783,Adam Commens,24.0,Australia
4784,Stephen Davies,31.0,Australia
4785,Teun de Nooijer,24.0,Netherlands
4786,Julie Deiters,25.0,Netherlands
4787,Jeroen Delmeé,27.0,Netherlands
4788,Damon Diletti,29.0,Australia
4789,Mijntje Donners,26.0,Netherlands
4790,Lachlan Dreher,33.0,Australia
4791,Jason Duff,27.0,Australia
4792,Marten Eikelboom,26.0,Netherlands
4793,Troy Elder,22.0,Australia
4794,Jimmy Elmer,29.0,Australia
4795,Renita FarrellGarard,28.0,Australia
4796,María Paz Ferrari,27.0,Argentina
4797,Anabel Gambero,28.0,Argentina
4798,Gang GeonUk,29.0,South Korea
4799,Sole García,19.0,Argentina
4800,Paul Gaudoin,25.0,Australia
4801,PietHein Geeris,28.0,Netherlands
4802,Han HyeongBae,24.0,South Korea
4803,Juliet Haslam,31.0,Australia
4804,Rechelle Hawkes,33.0,Australia
4805,Maripi Hernández,23.0,Argentina
4806,Stephen Holt,26.0,Australia
4807,Nikki Hudson,24.0,Australia
4808,Hwang JongHyeon,25.0,South Korea
4809,Im JeongU,22.0,South Korea
4810,Im JongCheon,22.0,South Korea
4811,Rachel Imison,21.0,Australia
4812,Ronald Jansen,36.0,Netherlands
4813,Erik Jazet,29.0,Netherlands
4814,Jeon JongGwon,21.0,South Korea
4815,Jeon JongHa,27.0,South Korea
4816,Ji SeongHwan,26.0,South Korea
4817,Kim CheongHwan,29.0,South Korea
4818,Kim GyeongSeok,28.0,South Korea
4819,Kim JeongCheol,23.0,South Korea
4820,Kim YongBae,26.0,South Korea
4821,Kim Yun,26.0,South Korea
4822,Brent Livermore,24.0,Australia
4823,Bram Lomans,25.0,Netherlands
4824,Clover Maitland,28.0,Australia
4825,Laura Maiztegui,21.0,Argentina
4826,Mechi Margalot,25.0,Argentina
4827,Karina Masotta,29.0,Argentina
4828,Claire MitchellTaverner,30.0,Australia
4829,Fátima Moreira de Melo,22.0,Netherlands
4830,Jenny Morris,27.0,Australia
4831,Vanina Oneto,27.0,Argentina
4832,Alison Peek,30.0,Australia
4833,Triny Powell,28.0,Australia
4834,Lisa PowellCarruthers,30.0,Australia
4835,Jorgelina Rimoldi,28.0,Argentina
4836,Ceci Rognoni,23.0,Argentina
4837,Seo JongHo,20.0,South Korea
4838,Clarinda Sinnige,27.0,Netherlands
4839,Angie SkirvingLambert,19.0,Australia
4840,Hanneke Smabers,26.0,Netherlands
4841,Minke Smabers,21.0,Netherlands
4842,Song SeongTae,28.0,South Korea
4843,Daniel Sproule,26.0,Australia
4844,Jay Stacy,32.0,Australia
4845,Kate Starre,28.0,Australia
4846,Ayelén Stepnik,24.0,Argentina
4847,Margje Teeuwen,26.0,Netherlands
4848,Carole Thate,28.0,Netherlands
4849,Daphne Touw,30.0,Netherlands
4850,Julie Towers,23.0,Australia
4851,Fleur van de Kieft,26.0,Netherlands
4852,Dillianne van den Boogaard,26.0,Netherlands
4853,Macha van der Vaart,28.0,Netherlands
4854,Sander van der Weide,24.0,Netherlands
4855,Suzan van der Wielen,28.0,Netherlands
4856,Wouter van Pelt,32.0,Netherlands
4857,Diederik van Weel,26.0,Netherlands
4858,Remco van Wijk,27.0,Netherlands
4859,Stephan Veen,30.0,Netherlands
4860,Myrna Veenstra,25.0,Netherlands
4861,Craig Victory,20.0,Australia
4862,Guus Vogels,25.0,Netherlands
4863,Paola Vukojicic,26.0,Argentina
4864,Matt Wells,22.0,Australia
4865,Peter Wind,27.0,Netherlands
4866,Yeo WunGon,26.0,South Korea
4867,Michael York,32.0,Australia
4868,Luc Abalo,27.0,France
4869,William Accambray,24.0,France
4870,Macarena Aguilar,27.0,Spain
4871,Nely Alberto,29.0,Spain
4872,Mirko Alilovic,26.0,Croatia
4873,Jessica Alonso,28.0,Spain
4874,Ida Alstad,27.0,Norway
4875,Vanessa Amorós,29.0,Spain
4876,Kim Andersson,29.0,Sweden
4877,Mattias Andersson,34.0,Sweden
4878,Ivano Balic,33.0,Croatia
4879,Xavier Barachet,23.0,France
4880,Sonja Barjaktarovic,25.0,Montenegro
4881,Andrea Barno,32.0,Spain
4882,Damir Bicanic,27.0,Croatia
4883,Karoline Dyhre Breivang,32.0,Norway
4884,Andela Bulatovic,25.0,Montenegro
4885,Katarina Bulatovic,27.0,Montenegro
4886,Denis Buntic,29.0,Croatia
4887,Mihaela Ciobanu,39.0,Spain
4888,Verónica Cuadrado,33.0,Spain
4889,Ivan Cupic,26.0,Croatia
4890,Didier Dinart,35.0,France
4891,Dalibor Doder,33.0,Sweden
4892,Domagoj Duvnjak,24.0,Croatia
4893,Niclas Ekberg,23.0,Sweden
4894,Kim Ekdahl du Rietz,23.0,Sweden
4895,Patricia Elorza,28.0,Spain
4896,Beatriz Fernández,27.0,Spain
4897,Begoña Fernández,32.0,Spain
4898,Jérôme Fernandez,35.0,France
4899,Marit Malm Frafjord,26.0,Norway
4900,Bertrand Gille,34.0,France
4901,Guillaume Gille,36.0,France
4902,Jakov Gojun,26.0,Croatia
4903,Kari Aalvik Grimsbø,27.0,Norway
4904,Michaël Guigou,30.0,France
4905,Mattias Gustafsson,34.0,Sweden
4906,Katrine Lunde Haraldsen,32.0,Norway
4907,Camilla Herrem,25.0,Norway
4908,Samuel Honrubia,26.0,France
4909,Zlatko Horvat,27.0,Croatia
4910,Johan Jakobsson,25.0,Sweden
4911,Magnus Jernemyr,36.0,Sweden
4912,Kari Mette Johansen,33.0,Norway
4913,Guillaume Joli,27.0,France
4914,Marija Jovanovic,26.0,Montenegro
4915,Jonas Källman,31.0,Sweden
4916,Nikola Karabatic,28.0,France
4917,Daouda Karaboué,36.0,France
4918,Tobias Karlsson,31.0,Sweden
4919,Milena Kneževic,22.0,Montenegro
4920,Marko Kopljar,26.0,Croatia
4921,Amanda Kurtovic,21.0,Norway
4922,Blaženko Lackovic,31.0,Croatia
4923,Jonas Larholm,30.0,Sweden
4924,Suzana Lazovic,20.0,Montenegro
4925,Marta López,22.0,Spain
4926,Venio Losert,36.0,Croatia
4927,Kristine LundeBorgersen,32.0,Norway
4928,Heidi Løke,29.0,Norway
4929,Marta Mangué,29.0,Spain
4930,Carmen Martín,24.0,Spain
4931,Majda Mehmedovic,22.0,Montenegro
4932,Radmila Miljanic,24.0,Montenegro
4933,Daniel Narcisse,32.0,France
4934,Silvia Navarro,33.0,Spain
4935,Andreas Nilsson,22.0,Sweden
4936,Ivan Nincevic,30.0,Croatia
4937,Tonje Nøstvold,27.0,Norway
4938,Thierry Omeyer,35.0,France
4939,Fredrik Petersen,28.0,Sweden
4940,Eli Pinedo,31.0,Spain
4941,Bojana Popovic,32.0,Montenegro
4942,Jova Radicevic,25.0,Montenegro
4943,Ana Radovic,25.0,Montenegro
4944,LinnKristin Riegelhuth Koren,27.0,Norway
4945,Maja Savic,36.0,Montenegro
4946,Johan Sjöstrand,25.0,Sweden
4947,Gøril Snorroeggen,27.0,Norway
4948,Cédric Sorhaindo,28.0,France
4949,Manuel Štrlek,23.0,Croatia
4950,Linn Jørum Sulland,28.0,Norway
4951,Igor Vori,31.0,Croatia
4952,Marina Vukcevic,18.0,Montenegro
4953,Drago Vukovic,28.0,Croatia
4954,Ana Ðokic,33.0,Montenegro
4955,Ragnhild Aamodt,27.0,Norway
4956,Luc Abalo,23.0,France
4957,Joël Abati,37.0,France
4958,An JeongHwa,27.0,South Korea
4959,Yekaterina Andryushina,22.0,Russia
4960,Sturla Ásgeirsson,28.0,Iceland
4961,Arnór Atlason,24.0,Iceland
4962,Bae MinHee,20.0,South Korea
4963,David Barrufet,38.0,Spain
4964,Jon Belaustegui,29.0,Spain
4965,Inna Bliznova,21.0,Russia
4966,Karoline Dyhre Breivang,28.0,Norway
4967,Cédric Burdet,33.0,France
4968,Choi ImJeong,27.0,South Korea
4969,David Davis,31.0,Spain
4970,Didier Dinart,31.0,France
4971,Yelena Dmitriyeva,25.0,Russia
4972,Alberto Entrerríos,31.0,Spain
4973,Raúl Entrerríos,27.0,Spain
4974,Jérôme Fernandez,31.0,France
4975,Marit Malm Frafjord,22.0,Norway
4976,Rubén Garabaya,29.0,Spain
4977,Juan García,30.0,Spain
4978,Logi Geirsson,25.0,Iceland
4979,Bertrand Gille,30.0,France
4980,Guillaume Gille,32.0,France
4981,Olivier Girault,35.0,France
4982,Kari Aalvik Grimsbø,23.0,Norway
4983,Michaël Guigou,26.0,France
4984,Róbert Gunnarsson,28.0,Iceland
4985,Björgvin Gustavsson,23.0,Iceland
4986,Snorri Guðjónsson,26.0,Iceland
4987,Hreiðar Guðmundsson,27.0,Iceland
4988,Ásgeir Örn Hallgrímsson,24.0,Iceland
4989,Gro Hammerseng,28.0,Norway
4990,Katrine Lunde Haraldsen,28.0,Norway
4991,Heo SunYeong,32.0,South Korea
4992,José Javier Hombrados,36.0,Spain
4993,Hong JeongHo,34.0,South Korea
4994,Ingimundur Ingimundarson,28.0,Iceland
4995,Sverre Jakobsson,31.0,Iceland
4996,Kari Mette Johansen,29.0,Norway
4997,Nikola Karabatic,24.0,France
4998,Daouda Karaboué,32.0,France
4999,Anna Kareyeva,31.0,Russia
5000,Christophe Kempé,33.0,France
5001,Kim ChaYeon,27.0,South Korea
5002,Kim NamSun,27.0,South Korea
5003,Kim OnA,19.0,South Korea
5004,Tonje Larsen,33.0,Norway
5005,Lee MinHui,28.0,South Korea
5006,Demetrio Lozano,32.0,Spain
5007,Kristine LundeBorgersen,28.0,Norway
5008,Cristian Malmagro,25.0,Spain
5009,Yekaterina Marennikova,26.0,Russia
5010,Mun PilHui,25.0,South Korea
5011,Daniel Narcisse,28.0,France
5012,Katja Nyberg,28.0,Norway
5013,Tonje Nøstvold,23.0,Norway
5014,Oh SeongOk,35.0,South Korea
5015,Oh YeongRan,35.0,South Korea
5016,Thierry Omeyer,31.0,France
5017,Park JeongHui,33.0,South Korea
5018,Cédric Paty,27.0,France
5019,Alexander Petersson,28.0,Iceland
5020,Irina Poltoratskaya,29.0,Russia
5021,Yelena Polyonova,24.0,Russia
5022,Lyudmila Postnova,23.0,Russia
5023,Carlos Prieto,28.0,Spain
5024,LinnKristin Riegelhuth Koren,24.0,Norway
5025,Albert Rocas,26.0,Spain
5026,Oksana Romenskaya,32.0,Russia
5027,Iker Romero,28.0,Spain
5028,Nataliya Shipilova,28.0,Russia
5029,Mariya Sidorova,28.0,Russia
5030,Guðjón Valur Sigurðsson,29.0,Iceland
